#{"t_start": 1765675346.348061, "env_id": "None"}
r,l,t
16.532805,170,3391.29089
17.921768,179,3398.813654
17.79853,247,3410.069284
17.151168,160,3416.416293
19.621287,279,3428.138203
20.499028,348,3441.683495
16.732169,212,3450.196768
16.468374,158,3458.454675
17.000134,327,3471.778514
18.373597,165,3478.70738
20.217875,342,3492.555929
15.672761,167,3501.128951
18.638202,225,3510.083983
18.66797,260,3519.704912
16.671649,423,3538.590125
19.014226,219,3547.245176
17.763641,637,3572.7351
14.971847,182,3581.808651
14.585066,174,3589.060368
38.303208,566,3611.8688
19.459307,395,3629.580287
17.466304,263,3640.77508
18.586295,163,3647.667113
19.496533,189,3654.474993
22.497137,703,3684.14594
16.93564,150,3691.084647
17.305079,187,3698.699657
16.590695,191,3707.028172
19.770329,286,3719.470984
28.425546,521,3740.089731
21.96886,306,3754.271925
15.187364,227,3763.305282
25.787969,410,3780.304003
19.657866,370,3796.480076
21.416035,278,3808.1385
19.193144,226,3817.589051
17.644558,206,3826.381787
19.695237,328,3840.78517
15.285022,259,3851.343524
13.311465,310,3863.199224
16.217032,198,3871.739487
18.085215,237,3881.99326
16.691487,179,3890.39389
16.65056,363,3904.993623
20.49126,255,3914.950446
25.30371,420,3933.37864
19.806532,250,3942.627859
11.695826,596,3968.316578
16.44315,134,3973.716765
16.904929,167,3980.300412
16.418235,134,3985.703433
16.900654,203,3993.912677
24.936621,407,4012.282672
19.009486,291,4023.88519
20.651147,189,4032.566939
13.976392,378,4046.611864
15.956605,237,4057.540296
22.828688,715,4084.771215
17.3443,166,4092.290917
20.696375,489,4112.525121
17.382129,230,4122.110222
16.299546,182,4130.080743
18.933107,187,4139.301228
17.636761,140,4144.915732
19.816997,451,4162.600146
17.823026,506,4183.445004
18.729601,233,4192.697719
19.640373,360,4208.012022
17.642915,167,4214.571086
18.289737,324,4229.751967
17.76819,135,4234.729202
37.777701,614,4259.160111
17.31749,292,4272.898908
19.88306,329,4285.427566
19.076699,389,4300.87399
17.269426,166,4308.394688
33.934266,440,4325.025162
17.637052,242,4335.564787
18.052203,323,4349.843761
14.924465,284,4361.763858
16.699383,624,4386.64897
53.885398,850,4420.542766
17.35639,226,4430.057443
19.213016,197,4439.613276
20.43094,178,4447.04214
19.653444,253,4457.992476
18.155984,238,4467.40269
20.667402,242,4478.978429
28.987729,453,4496.593068
18.216116,161,4502.559844
14.549843,371,4516.949817
26.73159,387,4534.442306
19.168523,276,4545.787487
18.288229,144,4551.646929
21.995738,267,4563.664328
17.068791,166,4570.71461
21.004623,319,4583.364232
31.457006,1001,4623.694026
22.417609,303,4635.896755
20.966571,405,4654.382622
17.842481,167,4660.870944
30.181227,382,4676.477089
18.853907,241,4686.029573
17.90083,230,4697.267926
16.335981,148,4703.158885
18.672495,400,4718.57735
18.025645,274,4729.24906
20.154434,260,4742.04043
17.311804,238,4751.463744
18.93649,331,4765.067325
27.189734,396,4782.360322
18.423298,428,4799.721296
16.238504,314,4812.671561
17.739269,459,4832.019784
18.120916,189,4838.856844
19.491932,414,4855.248297
17.837256,223,4865.749556
18.964404,299,4877.729695
30.019967,481,4896.832589
16.790866,162,4905.806717
37.781629,595,4928.738971
20.912274,865,4964.648579
16.77584,141,4970.33238
23.57492,646,4997.576916
20.441242,407,5012.229677
29.80381,743,5041.652471
39.353392,664,5067.794108
38.313608,442,5085.126023
19.38136,400,5101.051231
16.550081,146,5108.44324
17.119011,166,5114.956253
17.719666,267,5124.942929
36.430181,640,5152.033005
20.643555,196,5160.178981
16.806468,171,5167.475752
11.822289,243,5176.502822
35.670849,391,5193.226846
20.092328,194,5201.144204
20.885686,408,5216.491758
27.437506,402,5233.972602
21.007388,266,5244.911738
18.004385,204,5253.16245
25.614686,395,5268.338637
20.091978,206,5278.76388
19.313664,656,5303.628181
17.346218,160,5310.875685
17.806428,153,5318.417862
